doi,title,year,authors_str
10.1016/j.chom.2015.05.004,The Cytosolic Sensor cGAS Detects Mycobacterium tuberculosis DNA to Induce Type I Interferons and Activate Autophagy,2015,Robert O. Watson; Samantha L. Bell; Donna A. MacDuff; Jacqueline M. Kimmey; Elie J. Diner; Joanna Olivas; Russell E. Vance; Christina L. Stallings; Herbert W. Virgin; Jeffery S. Cox
10.1126/science.1188222,Neural Crest–Derived Pericytes Promote Egress of Mature Thymocytes at the Corticomedullary Junction,2010,Marcus A. Zachariah; Jason G. Cyster
10.1371/journal.ppat.1000864,The Type I NADH Dehydrogenase of Mycobacterium tuberculosis Counters Phagosomal NOX2 Activity to Inhibit TNF-α-Mediated Host Cell Apoptosis,2010,Jessica L. Miller; Kamalakannan Velmurugan; Mark J. Cowan; Volker Briken
10.1038/nprot.2007.45,Acquisition and voxelwise analysis of multi-subject diffusion data with Tract-Based Spatial Statistics,2007,Stephen M Smith; Heidi Johansen-Berg; Mark Jenkinson; Daniel Rueckert; Thomas E Nichols; Karla L Miller; Matthew D Robson; Derek K Jones; Johannes C Klein; Andreas J Bartsch; Timothy E J Behrens
10.1029/2017JD027795,An Improved High‐Spatial‐Resolution Aerosol Retrieval Algorithm for MODIS Images Over Land,2018,Jing Wei; Lin Sun; Yiran Peng; Lunche Wang; Zhaoyang Zhang; Muhammad Bilal; Yanci Ma
10.3390/rs8030184,National-Scale Estimates of Ground-Level PM2.5 Concentration in China Using Geographically Weighted Regression Based on 3 km Resolution MODIS AOD,2016,Wei You; Zengliang Zang; Lifeng Zhang; Yi Li; Xiaobin Pan; Weiqi Wang
10.1371/journal.ppat.1004132,Mycobacterium tuberculosis Hip1 Modulates Macrophage Responses through Proteolysis of GroEL2,2014,Jacqueline L. Naffin-Olivos; Maria Georgieva; Nathan Goldfarb; Ranjna Madan-Lala; Lauren Dong; Erica Bizzell; Ethan Valinetz; Gabriel S. Brandt; Sarah Yu; Daniil E. Shabashvili; Dagmar Ringe; Ben M. Dunn; Gregory A. Petsko; Jyothi Rengarajan
10.1529/biophysj.107.104075,A Mycobacterium tuberculosis-Derived Lipid Inhibits Membrane Fusion by Modulating Lipid Membrane Domains,2007,Eri Hayakawa; Fuyuki Tokumasu; Glenn A. Nardone; Albert J. Jin; Vince A. Hackley; James A. Dvorak
10.3389/fpubh.2020.00152,Gender Differences in Patients With COVID-19: Focus on Severity and Mortality,2020,Jian-Min Jin; Peng Bai; Wei He; Fei Wu; Xiao-Fang Liu; De-Min Han; Shi Liu; Jin-Kui Yang
10.1128/JB.182.23.6850-6853.2000,"Secretion of an Acid Phosphatase (SapM) by
            <i>Mycobacterium tuberculosis</i>
            That Is Similar to Eukaryotic Acid Phosphatases",2000,Mazen T. Saleh; John T. Belisle
10.1074/jbc.M303446200,Acylation State of the Phosphatidylinositol Hexamannosides from Mycobacterium bovis Bacillus Calmette Guérin and Mycobacterium tuberculosis H37Rv and Its Implication in Toll-like Receptor Response,2003,Martine Gilleron; Valérie F.J. Quesniaux; Germain Puzo
10.3389/fpsyt.2019.00275,Nerve Growth Factor Serum Levels Are Associated With Regional Gray Matter Volume Differences in Schizophrenia Patients,2019,Kristina Neugebauer; Christine Hammans; Tobias Wensing; Vinod Kumar; Wolfgang Grodd; Lea Mevissen; Melanie A. Sternkopf; Ana Novakovic; Ted Abel; Ute Habel; Thomas Nickl-Jockschat
10.1111/cmi.12726,ESX-1 and phthiocerol dimycocerosates of<i>Mycobacterium tuberculosis</i>act in concert to cause phagosomal rupture and host cell apoptosis,2017,Jacques Augenstreich; Ainhoa Arbues; Roxane Simeone; Evert Haanappel; Alice Wegener; Fadel Sayes; Fabien Le Chevalier; Christian Chalut; Wladimir Malaga; Christophe Guilhot; Roland Brosch; Catherine Astarie-Dequeker
10.1097/HTR.0000000000000550,Impact of Secondary ADHD on Long-Term Outcomes After Early Childhood Traumatic Brain Injury,2020,Megan E. Narad; Jacqlyn Riemersma; Shari L. Wade; Julia Smith-Paine; Paige Morrison; H. Gerry Taylor; Keith Owen Yeates; Brad G. Kurowski
10.1073/pnas.0737613100,<i>Mycobacterium tuberculosis</i>glycosylated phosphatidylinositol causes phagosome maturation arrest,2003,Rutilio A. Fratti; Jennifer Chua; Isabelle Vergne; Vojo Deretic
10.5194/acp-19-7183-2019,Intercomparison in spatial distributions and temporal trends derived from multi-source satellite aerosol products,2019,Jing Wei; Yiran Peng; Rashed Mahmood; Lin Sun; Jianping Guo
10.1074/jbc.R110.168328,Molecular Basis of Phosphatidyl-myo-inositol Mannoside Biosynthesis and Regulation in Mycobacteria,2010,Marcelo E. Guerin; Jana Korduláková; Pedro M. Alzari; Patrick J. Brennan; Mary Jackson
10.1016/j.neurol.2020.04.007,Covid-19 and Guillain-Barré syndrome: More than a coincidence!,2020,H. El Otmani; B. El Moutawakil; M.-A. Rafai; N. El Benna; C. El Kettani; M. Soussi; N. El Mdaghri; H. Barrou; H. Afif
10.1071/EN13026,Chlorine chemistry in urban atmospheres: a review,2013,C. B. Faxon; D. T. Allen
10.3389/fmicb.2018.02341,The Mycobacterial Cell Envelope: A Relict From the Past or the Result of Recent Evolution?,2018,Antony T. Vincent; Sammy Nyongesa; Isabelle Morneau; Michael B. Reed; Elitza I. Tocheva; Frederic J. Veyrier
10.3390/ijms18030568,Blood Biomarkers Predict the Cognitive Effects of Aripiprazole in Patients with Acute Schizophrenia,2017,Hikaru Hori; Reiji Yoshimura; Asuka Katsuki; Kiyokazu Atake; Ryohei Igata; Yuki Konishi; Hiroki Beppu; Hirotaka Tominaga
10.1037/a0014936,Predicting longitudinal patterns of functional deficits in children with traumatic brain injury.,2009,Taryn B. Fay; Keith Owen Yeates; Shari L. Wade; Dennis Drotar; Terry Stancin; H. Gerry Taylor
10.1038/47042,Complex lipid determines tissue-specific replication of Mycobacterium tuberculosis in mice,1999,Jeffery S. Cox; Bing Chen; Michael McNeil; William R. Jacobs
10.1007/s00415-020-09849-6,"Guillain-Barré syndrome following COVID-19: new infection, old complication?",2020,Marina Padroni; Vincenzo Mastrangelo; Gian Maria Asioli; Lucia Pavolucci; Samir Abu-Rumeileh; Maria Grazia Piscaglia; Pietro Querzani; Claudio Callegarini; Matteo Foschi
10.1016/S1097-2765(00)80250-6,"A Novel Mycolic Acid Cyclopropane Synthetase Is Required for Cording, Persistence, and Virulence of Mycobacterium tuberculosis",2000,Michael S Glickman; Jeffery S Cox; William R Jacobs
10.1007/s13311-012-0135-8,The Prevalence of DSM-IV Attention-Deficit/Hyperactivity Disorder: A Meta-Analytic Review,2012,Erik G. Willcutt
10.1038/mp.2010.88,Brain-derived neurotrophic factor levels in schizophrenia: a systematic review with meta-analysis,2011,M J Green; S L Matheson; A Shepherd; C S Weickert; V J Carr
10.1093/bioinformatics/btu273,GRASP: analysis of genotype–phenotype results from 1390 genome-wide association studies and corresponding open access database,2014,Richard Leslie; Christopher J. O’Donnell; Andrew D. Johnson
10.1016/j.chom.2008.03.008,Mycobacterium tuberculosis Virulence Is Mediated by PtpA Dephosphorylation of Human Vacuolar Protein Sorting 33B,2008,Horacio Bach; Kadamba G. Papavinasasundaram; Dennis Wong; Zakaria Hmama; Yossef Av-Gay
10.1007/s,Some Results on Mean Square Error for Factor Score Prediction,2006,Wim P. Krijnen
10.1046/j.1462-5822.2003.00289.x,Deficiency in mycolipenate- and mycosanoate-derived acyltrehaloses enhances early interactions of Mycobacterium tuberculosis with host cells,2003,Cecile Rousseau; Olivier Neyrolles; Yann Bordat; Stephanie Giroux; Tatiana D. Sirakova; Marie-Christine Prevost; Pappachan E. Kolattukudy; Brigitte Gicquel; Mary Jackson
10.1128/microbiolspec.GPP3-0022-2018,Immunology of<i>Mycobacterium tuberculosis</i>Infections,2019,Jonathan Kevin Sia; Jyothi Rengarajan
10.7326/M18-0850,PRISMA Extension for Scoping Reviews (PRISMA-ScR): Checklist and Explanation,2018,Andrea C. Tricco; Erin Lillie; Wasifa Zarin; Kelly K. O'Brien; Heather Colquhoun; Danielle Levac; David Moher; Micah D.J. Peters; Tanya Horsley; Laura Weeks; Susanne Hempel; Elie A. Akl; Christine Chang; Jessie McGowan; Lesley Stewart; Lisa Hartling; Adrian Aldcroft; Michael G. Wilson; Chantelle Garritty; Simon Lewin; Christina M. Godfrey; Marilyn T. Macdonald; Etienne V. Langlois; Karla Soares-Weiser; Jo Moriarty; Tammy Clifford; Özge Tunçalp; Sharon E. Straus
10.1073/pnas.1707792114,<i>Mycobacterium tuberculosis</i>is protected from NADPH oxidase and LC3-associated phagocytosis by the LCP protein CpsA,2017,Stefan Köster; Sandeep Upadhyay; Pallavi Chandra; Kadamba Papavinasasundaram; Guozhe Yang; Amir Hassan; Steven J. Grigsby; Ekansh Mittal; Heidi S. Park; Victoria Jones; Fong-Fu Hsu; Mary Jackson; Christopher M. Sassetti; Jennifer A. Philips
10.3389/fimmu.2018.02136,"Rv3033, as an Emerging Anti-apoptosis Factor, Facilitates Mycobacteria Survival via Inhibiting Macrophage Intrinsic Apoptosis",2018,Wei Zhang; Qian Lu; Yuanshu Dong; Yan Yue; Sidong Xiong
10.1093/annonc/mdz192,A decade of clinical development of PARP inhibitors in perspective,2019,J. Mateo; C.J. Lord; V. Serra; A. Tutt; J. Balmaña; M. Castroviejo-Bermejo; C. Cruz; A. Oaknin; S.B. Kaye; J.S. de Bono
10.1086/605128,Phthiocerol Dimycocerosate Transport Is Required for Resisting Interferon‐γ–Independent Immunity,2009,Jeffrey P. Murry; Amit K. Pandey; Christopher M. Sassetti; Eric J. Rubin
10.1176/appi.ajp.2018.17121402,White Matter Abnormalities in Never-Treated Patients With Long-Term Schizophrenia,2018,Yuan Xiao; Huaiqiang Sun; Shulin Shi; Dan Jiang; Bo Tao; Youjin Zhao; Wenjing Zhang; Qiyong Gong; John A. Sweeney; Su Lui
10.1038/s41577-018-0025-3,Immunological mechanisms of human resistance to persistent Mycobacterium tuberculosis infection,2018,Jason D. Simmons; Catherine M. Stein; Chetan Seshadri; Monica Campo; Galit Alter; Sarah Fortune; Erwin Schurr; Robert S. Wallis; Gavin Churchyard; Harriet Mayanja-Kizza; W. Henry Boom; Thomas R. Hawn
10.1128/JB.01465-07,"A Point Mutation in the Two-Component Regulator PhoP-PhoR Accounts for the Absence of Polyketide-Derived Acyltrehaloses but Not That of Phthiocerol Dimycocerosates in
            <i>Mycobacterium tuberculosis</i>
            H37Ra",2008,Marie-Laure Chesne-Seck; Nathalie Barilone; Frédéric Boudou; Jesús Gonzalo Asensio; Pappachan E. Kolattukudy; Carlos Martín; Stewart T. Cole; Brigitte Gicquel; Deshmukh N. Gopaul; Mary Jackson
10.1111/j.1574-6968.2008.01309.x,Protein tyrosine phosphatase PtpA is not required for<i>Mycobacterium tuberculosis</i>growth in mice,2008,Christoph Grundner; Jeffery S. Cox; Tom Alber
10.3174/ajnr.A6609,COVID-19–Associated Miller Fisher Syndrome: MRI Findings,2020,J.E. Lantos; S.B. Strauss; E. Lin
10.1016/j.neurol.2020.04.003,COVID-19 may induce Guillain–Barré syndrome,2020,J.-P. Camdessanche; J. Morel; B. Pozzetto; S. Paul; Y. Tholance; E. Botelho-Nevers
10.1093/femsre/fuz006,<i>Mycobacterium tuberculosis</i>infection of host cells in space and time,2019,Claudio Bussi; Maximiliano G Gutierrez
10.1128/IAI.71.8.4684-4690.2003,Sulfolipid Deficiency Does Not Affect the Virulence of<i>Mycobacterium tuberculosis</i>H37Rv in Mice and Guinea Pigs,2003,Cécile Rousseau; Oliver C. Turner; Erik Rush; Yann Bordat; Tatiana D. Sirakova; Pappachan E. Kolattukudy; Shannon Ritter; Ian M. Orme; Brigitte Gicquel; Mary Jackson
10.1074/jbc.M109.041939,A Lipid Profile Typifies the Beijing Strains of Mycobacterium tuberculosis,2009,Gaëlle Huet; Patricia Constant; Wladimir Malaga; Marie-Antoinette Lanéelle; Kristin Kremer; Dick van Soolingen; Mamadou Daffé; Christophe Guilhot
10.3390/cells9030666,The Lipid Virulence Factors of Mycobacterium tuberculosis Exert Multilayered Control over Autophagy-Related Pathways in Infected Human Macrophages,2020,Aïcha Bah; Merlin Sanicas; Jérôme Nigou; Christophe Guilhot; Catherine Astarie-Dequeker; Isabelle Vergne
10.3109/15622975.2014.948063,Auditory verbal hallucinations and the interhemispheric auditory pathway in chronic schizophrenia,2015,Marlene Wigand; Marek Kubicki; Christian Clemm von Hohenberg; Gregor Leicht; Susanne Karch; Ryan Eckbo; Paula E. Pelavin; Kathryn Hawley; Dan Rujescu; Sylvain Bouix; Martha E. Shenton; Christoph Mulert
10.1038/nature12799,Mycobacteria manipulate macrophage recruitment through coordinated use of membrane lipids,2014,C. J. Cambier; Kevin K. Takaki; Ryan P. Larson; Rafael E. Hernandez; David M. Tobin; Kevin B. Urdahl; Christine L. Cosma; Lalita Ramakrishnan
10.1016/j.chom.2015.05.005,Cyclic GMP-AMP Synthase Is an Innate Immune DNA Sensor for Mycobacterium tuberculosis,2015,Angela C. Collins; Haocheng Cai; Tuo Li; Luis H. Franco; Xiao-Dong Li; Vidhya R. Nair; Caitlyn R. Scharn; Chelsea E. Stamm; Beth Levine; Zhijian J. Chen; Michael U. Shiloh
10.1038/cmi.2017.88,Innate immunity in tuberculosis: host defense vs pathogen evasion,2017,Cui Hua Liu; Haiying Liu; Baoxue Ge
10.1542/peds.2004-1728,Functional Plasticity or Vulnerability After Early Brain Injury?,2005,Vicki Anderson; Cathy Catroppa; Sue Morse; Flora Haritou; Jeffrey Rosenfeld
10.1111/j.1365-2958.2004.04085.x,The <i>Mycobacterium tuberculosis</i> protein serine/threonine kinase PknG is linked to cellular glutamate/glutamine levels and is important for growth <i>in vivo</i>,2004,Siobhan Cowley; Mary Ko; Neora Pick; Rayken Chow; Katrina J. Downing; Bhavna G. Gordhan; Joanna C. Betts; Valerie Mizrahi; Debbie A. Smith; Richard W. Stokes; Yossef Av‐Gay
10.1111/j.1462-5822.2011.01721.x,PE_PGRS30 is required for the full virulence of Mycobacterium tuberculosis,2012,Raffaella Iantomasi; Michela Sali; Alessandro Cascioferro; Ivana Palucci; Antonella Zumbo; Silvia Soldini; Stefano Rocca; Emanuela Greco; Giuseppe Maulucci; Marco De Spirito; Maurizio Fraziano; Giovanni Fadda; Riccardo Manganelli; Giovanni Delogu
10.1038/s41598-017-18547-9,"Protein tyrosine kinase, PtkA, is required for Mycobacterium tuberculosis growth in macrophages",2018,Dennis Wong; Wu Li; Joseph D. Chao; Peifu Zhou; Gagandeep Narula; Clement Tsui; Mary Ko; Jianping Xie; Carlos Martinez-Frailes; Yossef Av-Gay
10.1017/cjn.2020.106,Guillain-Barré Syndrome with Facial Diplegia Related to SARS-CoV-2 Infection,2020,Jason L. Chan; Hamid Ebadi; Justyna R. Sarna
10.1177/106342660100900406,An Investigation of Relationships Between Social Behavior and ADHD in Children and Youth,2001,Kenneth W. Merrell; Eric Boelter
10.1016/j.celrep.2018.06.042,"NAD+ Depletion Triggers Macrophage Necroptosis, a Cell Death Pathway Exploited by Mycobacterium tuberculosis",2018,David Pajuelo; Norberto Gonzalez-Juarbe; Uday Tak; Jim Sun; Carlos J. Orihuela; Michael Niederweis
10.1038/srep16320,Mycobacterium tuberculosis Inhibits RAB7 Recruitment to Selectively Modulate Autophagy Flux in Macrophages,2015,Pallavi Chandra; Swapnil Ghanwat; Sumit Kumar Matta; Swati Seth Yadav; Mansi Mehta; Zaved Siddiqui; Amit Singh; Dhiraj Kumar
10.1038/s41386-018-0248-9,Effects of BDNF Val66Met genotype and schizophrenia familial risk on a neural functional network for cognitive control in humans,2019,J. I. Schweiger; E. Bilek; A. Schäfer; U. Braun; C. Moessnang; A. Harneit; P. Post; K. Otto; N. Romanczuk-Seiferth; S. Erk; C. Wackerhagen; M. Mattheisen; T. W. Mühleisen; S. Cichon; M. M. Nöthen; J. Frank; S. H. Witt; M. Rietschel; A. Heinz; H. Walter; A. Meyer-Lindenberg; H. Tost
10.4049/jimmunol.1500102,Contribution of MINCLE–SYK Signaling to Activation of Primary Human APCs by Mycobacterial Cord Factor and the Novel Adjuvant TDB,2015,Jenny Ostrop; Katrin Jozefowski; Stephanie Zimmermann; Katharina Hofmann; Erwin Strasser; Bernd Lepenies; Roland Lang
10.1080/1061186X.2018.1473407,"Mycobacterial protein tyrosine kinase, PtkA phosphorylates PtpA at tyrosine residues and the mechanism is stalled by the novel series of inhibitors",2019,Swati Jaiswal; Aditi Chatterjee; Sapna Pandey; Kiran Lata; Ranjith Kumar Gadi; Rajesh Manda; Sanjay Kumar; Maddi Sridhar Reddy; Ravishankar Ramachandran; Kishore K. Srivastava
10.1093/nar/gkx1037,DrugBank 5.0: a major update to the DrugBank database for 2018,2018,David S Wishart; Yannick D Feunang; An C Guo; Elvis J Lo; Ana Marcu; Jason R Grant; Tanvir Sajed; Daniel Johnson; Carin Li; Zinat Sayeeda; Nazanin Assempour; Ithayavani Iynkkaran; Yifeng Liu; Adam Maciejewski; Nicola Gale; Alex Wilson; Lucy Chin; Ryan Cummings; Diana Le; Allison Pon; Craig Knox; Michael Wilson
10.5194/acp-17-2573-2017,"Chemical characterization of fine particulate matter in Changzhou, China, and source apportionment with offline aerosol mass spectrometry",2017,Zhaolian Ye; Jiashu Liu; Aijun Gu; Feifei Feng; Yuhai Liu; Chenglu Bi; Jianzhong Xu; Ling Li; Hui Chen; Yanfang Chen; Liang Dai; Quanfa Zhou; Xinlei Ge
10.1084/jem.20041668,<i>Mycobacterium tuberculosis</i>controls host innate immune activation through cyclopropane modification of a glycolipid effector molecule,2005,Vivek Rao; Nagatoshi Fujiwara; Steven A. Porcelli; Michael S. Glickman
10.1111/ene.14398,Guillain–Barré syndrome after SARS‐CoV‐2 infection,2020,D. Kilinc; S. van de Pasch; A. Y. Doets; B. C. Jacobs; J. van Vliet; M. P. J. Garssen
10.1042/BJ20070670,"MptpB, a virulence factor from <i>Mycobacterium tuberculosis</i>, exhibits triple-specificity phosphatase activity",2007,Nicola Beresford; Sumayya Patel; Jane Armstrong; Balázs Szöor; Anthony P. Fordham-Skelton; Lydia Tabernero
10.4046/trd.2016.79.4.201,Tuberculosis Infection and Latent Tuberculosis,2016,Seung Heon Lee
10.1128/JB.01090-13,Role for Mycobacterium tuberculosis Membrane Vesicles in Iron Acquisition,2014,Rafael Prados-Rosales; Brian C. Weinrick; Daniel G. Piqué; William R. Jacobs; Arturo Casadevall; G. Marcela Rodriguez
10.1089/pho.2014.3782,Evaluation of the Effect of Four Surface Conditioning Methods on the Shear Bond Strength of Metal Bracket to Porcelain Surface,2014,Hooman Zarif Najafi; Morteza Oshagh; Sepideh Torkan; Bahareh Yousefipour; Raha Salehi
10.1016/j.biopsych.2019.05.020,Role of Mesolimbic Brain-Derived Neurotrophic Factor in Depression,2019,Ja Wook Koo; Dipesh Chaudhury; Ming-Hu Han; Eric J. Nestler
10.1099/mic.0.2006/002642-0,"Expression, production and release of the Eis protein by Mycobacterium tuberculosis during infection of macrophages and its effect on cytokine secretion",2007,L. P. Samuel; C.-H. Song; J. Wei; E. A. Roberts; J. L. Dahl; C. E. Barry; E.-K. Jo; R. L. Friedman
10.1016/j.tins.2018.12.004,"Schizophrenia, Dopamine and the Striatum: From Biology to Symptoms",2019,Robert A. McCutcheon; Anissa Abi-Dargham; Oliver D. Howes
10.1037/a0018387,The family environment as a moderator of psychosocial outcomes following traumatic brain injury in young children.,2010,Keith Owen Yeates; H. Gerry Taylor; Nicolay Chertkoff Walz; Terry Stancin; Shari L. Wade
10.1038/npp.2011.215,Investigation of Anatomical Thalamo-Cortical Connectivity and fMRI Activation in Schizophrenia,2012,Stefano Marenco; Jason L Stein; Antonina A Savostyanova; Fabio Sambataro; Hao-Yang Tan; Aaron L Goldman; Beth A Verchinski; Alan S Barnett; Dwight Dickinson; José A Apud; Joseph H Callicott; Andreas Meyer-Lindenberg; Daniel R Weinberger
10.1038/mp.2012.23,Neurodevelopmental model of schizophrenia: update 2012,2012,J L Rapoport; J N Giedd; N Gogtay
10.1371/journal.ppat.1006363,"Systematic, multiparametric analysis of Mycobacterium tuberculosis intracellular infection offers insight into coordinated virulence",2017,Amy K. Barczak; Roi Avraham; Shantanu Singh; Samantha S. Luo; Wei Ran Zhang; Mark-Anthony Bray; Amelia E. Hinman; Matthew Thompson; Raymond M. Nietupski; Aaron Golas; Paul Montgomery; Michael Fitzgerald; Roger S. Smith; Dylan W. White; Anna D. Tischler; Anne E. Carpenter; Deborah T. Hung
10.1038/gene.2015.4,Diagnostic value of blood gene expression signatures in active tuberculosis in Thais: a pilot study,2015,N Satproedprai; N Wichukchinda; S Suphankong; W Inunchot; T Kuntima; S Kumpeerasart; S Wattanapokayakit; S Nedsuwan; H Yanai; K Higuchi; N Harada; S Mahasirimongkol
10.1038/s42003-022-03268-1,Cellular and molecular signatures of in vivo imaging measures of GABAergic neurotransmission in the human brain,2022,Paulina Barbara Lukow; Daniel Martins; Mattia Veronese; Anthony Christopher Vernon; Philip McGuire; Federico Edoardo Turkheimer; Gemma Modinos
10.1101/845081,Spreading of a mycobacterial cell surface lipid into host epithelial membranes promotes infectivity,2019,C.J. Cambier; Steven M. Banik; Joseph A. Buonomo; Carolyn R. Bertozzi
10.1111/ene.14473,Miller‐Fisher syndrome after COVID‐19: neurochemical markers as an early sign of nervous system involvement,2020,M. Senel; S. Abu‐Rumeileh; D. Michel; T. Garibashvili; K. Althaus; J. Kassubek; M. Otto
10.1038/nmicrobiol.2016.232,Mycobacterium tuberculosis EsxH inhibits ESCRT-dependent CD4+ T-cell activation,2016,Cynthia Portal-Celhay; JoAnn M. Tufariello; Smita Srivastava; Aleena Zahra; Thais Klevorn; Patricia S. Grace; Alka Mehra; Heidi S. Park; Joel D. Ernst; William R. Jacobs; Jennifer A. Philips
10.1001/archgenpsychiatry.2012.1023,Thalamocortical Disconnection in the Orbitofrontal Region Associated With Cortical Thinning in Schizophrenia,2013,Manabu Kubota; Jun Miyata; Akihiko Sasamoto; Genichi Sugihara; Hidefumi Yoshida; Ryosaku Kawada; Shinsuke Fujimoto; Yusuke Tanaka; Nobukatsu Sawamoto; Hidenao Fukuyama; Hidehiko Takahashi; Toshiya Murai
10.1128/JB.172.5.2793-2797.1990,"Functional analysis of pAL5000, a plasmid from Mycobacterium fortuitum: construction of a ""mini"" mycobacterium-Escherichia coli shuttle vector",1990,M G Ranes; J Rauzier; M Lagranderie; M Gheorghiu; B Gicquel
10.1038/sj.npp.1300157,Atypical and Conventional Antipsychotic Drugs in Treatment-Naive First-Episode Schizophrenia: A 52-Week Randomized Trial of Clozapine Vs Chlorpromazine,2003,Jeffrey A Lieberman; Michael Phillips; Hongbin Gu; Scott Stroup; Peiyan Zhang; Lan Kong; Zhongfu Ji; Gary Koch; Robert M Hamer
10.5194/acp-18-15921-2018,Relationships between the planetary boundary layer height and surface pollutants derived from lidar observations over China: regional pattern and influencing factors,2018,Tianning Su; Zhanqing Li; Ralph Kahn
10.4049/jimmunol.1601199,<i>Mycobacterium tuberculosis</i> Membrane Vesicles Inhibit T Cell Activation,2017,Jaffre J Athman; Obondo J Sande; Sarah G Groft; Scott M Reba; Nancy Nagy; Pamela A Wearsch; Edward T Richardson; Roxana Rojas; W Henry Boom; Supriya Shukla; Clifford V Harding
10.3389/fcimb.2020.00420,Phthiocerol Dimycocerosates From Mycobacterium tuberculosis Increase the Membrane Activity of Bacterial Effectors and Host Receptors,2020,Jacques Augenstreich; Evert Haanappel; Fadel Sayes; Roxane Simeone; Valérie Guillet; Serge Mazeres; Christian Chalut; Lionel Mourey; Roland Brosch; Christophe Guilhot; Catherine Astarie-Dequeker
10.1128/mBio.01921-14,Mycobacterial Membrane Vesicles Administered Systemically in Mice Induce a Protective Immune Response to Surface Compartments of Mycobacterium tuberculosis,2014,Rafael Prados-Rosales; Leandro J. Carreño; Ana Batista-Gonzalez; Andres Baena; Manjunatha M. Venkataswamy; Jiayong Xu; Xiaobo Yu; Garrick Wallstrom; D. Mitchell Magee; Joshua LaBaer; Jacqueline M. Achkar; William R. Jacobs; John Chan; Steven A. Porcelli; Arturo Casadevall
10.1176/appi.ajp.2019.18091033,Brain Imaging of the Cortex in ADHD: A Coordinated Analysis of Large-Scale Clinical and Population-Based Samples,2019,Martine Hoogman; Ryan Muetzel; Joao P. Guimaraes; Elena Shumskaya; Maarten Mennes; Marcel P. Zwiers; Neda Jahanshad; Gustavo Sudre; Thomas Wolfers; Eric A. Earl; Juan Carlos Soliva Vila; Yolanda Vives-Gilabert; Sabin Khadka; Stephanie E. Novotny; Catharina A. Hartman; Dirk J. Heslenfeld; Lizanne J.S. Schweren; Sara Ambrosino; Bob Oranje; Patrick de Zeeuw; Tiffany M. Chaim-Avancini; Pedro G.P. Rosa; Marcus V. Zanetti; Charles B. Malpas; Gregor Kohls; Georg G. von Polier; Jochen Seitz; Joseph Biederman; Alysa E. Doyle; Anders M. Dale; Theo G.M. van Erp; Jeffery N. Epstein; Terry L. Jernigan; Ramona Baur-Streubel; Georg C. Ziegler; Kathrin C. Zierhut; Anouk Schrantee; Marie F. Høvik; Astri J. Lundervold; Clare Kelly; Hazel McCarthy; Norbert Skokauskas; Ruth L. O’Gorman Tuura; Anna Calvo; Sara Lera-Miguel; Rosa Nicolau; Kaylita C. Chantiluke; Anastasia Christakou; Alasdair Vance; Mara Cercignani; Matt C. Gabel; Philip Asherson; Sarah Baumeister; Daniel Brandeis; Sarah Hohmann; Ivanei E. Bramati; Fernanda Tovar-Moll; Andreas J. Fallgatter; Bernd Kardatzki; Lena Schwarz; Anatoly Anikin; Alexandr Baranov; Tinatin Gogberashvili; Dmitry Kapilushniy; Anastasia Solovieva; Hanan El Marroun; Tonya White; Georgii Karkashadze; Leyla Namazova-Baranova; Thomas Ethofer; Paulo Mattos; Tobias Banaschewski; David Coghill; Kerstin J. Plessen; Jonna Kuntsi; Mitul A. Mehta; Yannis Paloyelis; Neil A. Harrison; Mark A. Bellgrove; Tim J. Silk; Ana I. Cubillo; Katya Rubia; Luisa Lazaro; Silvia Brem; Susanne Walitza; Thomas Frodl; Mariam Zentis; Francisco X. Castellanos; Yuliya N. Yoncheva; Jan Haavik; Liesbeth Reneman; Annette Conzelmann; Klaus-Peter Lesch; Paul Pauli; Andreas Reif; Leanne Tamm; Kerstin Konrad; Eileen Oberwelland Weiss; Geraldo F. Busatto; Mario R. Louza; Sarah Durston; Pieter J. Hoekstra; Jaap Oosterlaan; Michael C. Stevens; J. Antoni Ramos-Quiroga; Oscar Vilarroya; Damien A. Fair; Joel T. Nigg; Paul M. Thompson; Jan K. Buitelaar; Stephen V. Faraone; Philip Shaw; Henning Tiemeier; Janita Bralten; Barbara Franke
10.1038/ni.2745,Transcriptional downregulation of S1pr1 is required for the establishment of resident memory CD8+ T cells,2013,Cara N Skon; June-Yong Lee; Kristin G Anderson; David Masopust; Kristin A Hogquist; Stephen C Jameson
10.5194/acp-19-6861-2019,Effects of air pollution control policies on PM<sub>2.5</sub> pollution improvement in China from 2005 to 2017: a satellite-based perspective,2019,Zongwei Ma; Riyang Liu; Yang Liu; Jun Bi
10.1111/JDV.16778,COVID‐19 and cutaneous manifestations: a systematic review,2020,Qing Zhao; Xiaokai Fang; Zheng Pang; Bowen Zhang; Hong Liu; Furen Zhang
10.1159/000111562,Brain-Derived Neurotropic Factor/TrkB Signaling in the Pathogenesis and Novel Pharmacotherapy of Schizophrenia,2008,Anilkumar Pillai
10.3389/fcimb.2022.1010771,Meta-analysis of active tuberculosis gene expression ascertains host directed drug targets,2022,Nirmaladevi Ponnusamy; Mohanapriya Arumugam
10.1016/j.brainres.2014.03.012,Superior longitudinal fasciculus and language functioning in healthy aging,2014,Kiely M. Madhavan; Tim McQueeny; Steven R. Howe; Paula Shear; Jerzy Szaflarski
